PHCF	Puhui Wealth Investment Management Co.	Capital Markets	"12.64M
"	3
PING	Ping Identity Holding	Software	"1.67B
"	3
POST	Post Holdings	Food Products	"6.72B
"	3
PSFE	Paysafe	Information Technology Services	"2.75B
"	3
PSTH	Pershing Square Tontine Holdings	Diversified Financial Services	"3.97B
"	3
RDBX	Redbox Entertainment	Shell Companies	"241.98M
"	3
RONI	Rice Acquisition II	Blank Check / SPAC	"340.88M
"	3
SAVE	Spirit Airlines	Airlines	"2.43B
"	3
SB	Safe Bulkers	Marine	"443.99M
"	3
SELF	Global Self Storage	Equity Real Estate Investment Trusts...	"66.29M
"	3
SIX	Six Flags Entertainment	"""Hotels, Restaurants & Leisure"""	"3.55B
"	3
SKX	Skechers USA	"""Textiles, Apparel & Luxury Goods"""	"6.62B
"	3
TME	Tencent Music Entertainment Group	Entertainment	"10.90B
"	3
TOST	Toast	Software-Infrastructure	"12.98B
"	3
TURN	180 Degree Capital	Capital Markets	"75.00M
"	3
UI	Ubiquiti	Communications Equipment	"18.44B
"	3
WD	Walker & Dunlop	Thrifts & Mortgage Finance	"4.31B
"	3
WILC	G. Willi-Food International	Food & Staples Retailing	"271.79M
"	3
XELA	Exela Technologies	IT Services	"223.09M
"	3
ZEN	Zendesk	Software	"12.19B
"	3
AAL	American Airlines Group	Airlines	"10.90B
"	2
ABT	Abbott Laboratories	Health Care Equipment & Supplies	"224.93B
"	2
ADS	Alliance Data Systems	IT Services	"3.47B
"	2
AGAC	African Gold Acquisition	Blank Check / SPAC	"503.01M
"	2
APT	Alpha Pro Tech	Building Products	"64.71M
"	2
ASTR	Astra Space	Aerospace & Defense	"1.30B
"	2
ATLO	Ames National	Banks	"222.39M
"	2
BC	Brunswick	Leisure Products	"7.09B
"	2
BCS	Barclays	Banks	"46.61B
"	2
BEAT	HeartBeam	Health Information Services	"17.03M
"	2
BGSX	Build Acquisition	Blank Check / SPAC	"243.13M
"	2
BMI	Badger Meter	"""Electronic Equipment, Instruments & C..."""	"2.99B
"	2
BON	Bon Natural Life	Packaged Foods	"28.32M
"	2
BOOM	DMC Global	Energy Equipment & Services	"782.99M
"	2
BRC	Brady	Commercial Services & Supplies	"2.67B
"	2
CAT	Caterpillar	Machinery	"111.08B
"	2
CCLP	CSI Compressco LP	Energy Equipment & Services	"203.56M
"	2
CL	Colgate-Palmolive Company	Household Products	"69.05B
"	2
CP	Canadian Pacific Railway	Road & Rail	"66.45B
"	2
CPLP	Capital Product Partners	"""Oil, Gas & Consumable Fuels"""	"313.03M
"	2
CRSP	CRISPR Therapeutics AG	Biotechnology	"5.01B
"	2
CRSR	Corsair Gaming	"""Technology Hardware, Storage & Periph..."""	"1.90B
"	2
CRUS	Cirrus Logic	Semiconductors & Semiconductor Equipment	"4.74B
"	2
CRWD	CrowdStrike Holdings	Software	"41.77B
"	2
CS	Credit Suisse Group AG	Capital Markets	"23.35B
"	2
CVGI	Commercial Vehicle Group	Machinery	"258.88M
"	2
CVNA	Carvana Co.	Specialty Retail	"29.26B
"	2
DE	Deere & Company	Machinery	"116.46B
"	2
DEI	Douglas Emmett	Equity Real Estate Investment Trusts...	"5.59B
"	2
DELL	Dell Technologies	"""Technology Hardware, Storage & Periph..."""	"44.74B
"	2
DLTR	Dollar Tree	Multiline Retail	"30.20B
"	2
DS	Drive Shack	"""Hotels, Restaurants & Leisure"""	"129.85M
"	2
ELY	Callaway Golf Company	Leisure Products	"4.50B
"	2
ERII	Energy Recovery	Machinery	"1.12B
"	2
EVBN	Evans Bancorp	Banks	"237.86M
"	2
EWCZ	European Wax Center	Household & Personal Products	"850.77M
"	2
FISI	Financial Institutions	Banks	"516.78M
"	2
FIVE	Five Below	Specialty Retail	"9.57B
"	2
FLOW	SPX Flow	Machinery	"3.60B
"	2
FORD	Forward Industries	"""Textiles, Apparel & Luxury Goods"""	"16.00M
"	2
FOUR	Shift4 Payments	IT Services	"2.99B
"	2
FRSX	Foresight Autonomous Holdings	Auto Components	"98.27M
"	2
GANX	Gain Therapeutics	Biotechnology	"55.36M
"	2
GD	General Dynamics	Aerospace & Defense	"59.10B
"	2
GLAD	Gladstone Capital	Capital Markets	"380.44M
"	2
GLBE	Global-E Online	Internet Retail	"5.61B
"	2
GLHA	Glass Houses Acquisition	Blank Check / SPAC	"266.50M
"	2
GMDA	Gamida Cell	Biotechnology	"215.85M
"	2
GPC	Genuine Parts Company	Distributors	"19.12B
"	2
GRAB	Grab Holdings	Asset Management	"21.32B
"	2
GRIL	Muscle Maker	Restaurants	"15.24M
"	2
GRVY	Gravity Co.	Entertainment	"434.31M
"	2
HCC	Warrior Met Coal	Metals & Mining	"1.46B
"	2
HHC	The Howard Hughes Corporation	Real Estate Management & Development	"5.34B
"	2
HLF	Herbalife Nutrition	Personal Products	"4.71B
"	2
HYFM	Hydrofarm Holdings Group	Farm & Heavy Construction Machinery	"918.88M
"	2
IINN	Inspira Technologies Oxy B.H.N.	Medical Devices	"24.22M
"	2
IR	Ingersoll Rand	Machinery	"23.15B
"	2
ITRN	Ituran Location & Control	Communications Equipment	"502.29M
"	2
JP	Jupai Holdings	Capital Markets	"26.58M
"	2
JVA	Coffee Holding Co.	Food Products	"25.01M
"	2
KHC	The Kraft Heinz Company	Food Products	"44.22B
"	2
LAC	Lithium Americas	Metals & Mining	"3.60B
"	2
LDI	loanDepot	Mortgage Finance	"602.09M
"	2
LEE	"""Lee Enterprises,"""	Media	"218.99M
"	2
LEVL	Level One Bancorp	Banks	"310.82M
"	2
LITM	Snow Lake Resources	Other Industrial Metals & Mining	"93.86M
"	2
LOW	Lowe's Companies	Specialty Retail	"160.59B
"	2
MAR	Marriott International	"""Hotels, Restaurants & Leisure"""	"53.09B
"	2
MARA	Marathon Digital Holdings	IT Services	"2.57B
"	2
MCK	McKesson	Health Care Providers & Services	"39.23B
"	2
MF	Missfresh	Grocery Stores	"708.71M
"	2
MGIC	Magic Software Enterprises	Software	"945.64M
"	2
MLM	Martin Marietta Materials	Construction Materials	"24.36B
"	2
MOD	Modine Manufacturing Company	Auto Components	"487.94M
"	2
MPC	Marathon Petroleum	"""Oil, Gas & Consumable Fuels"""	"45.57B
"	2
MSM	MSC Industrial Direct Company	Trading Companies & Distributors	"4.64B
"	2
MSN	Emerson Radio	Household Durables	"16.31M
"	2
NEGG	Newegg Commerce	Internet Retail	"2.54B
"	2
OMI	Owens & Minor	Health Care Providers & Services	"3.17B
"	2
OTEX	Open Text	Software	"13.02B
"	2
OXY	Occidental Petroleum	"""Oil, Gas & Consumable Fuels"""	"36.70B
"	2
PEGR	Project Energy Reimagined Acquisition	Blank Check / SPAC	"303.13M
"	2
PEI	Pennsylvania Real Estate Investment Trust	Equity Real Estate Investment Trusts...	"67.74M
"	2
PH	Parker-Hannifin	Machinery	"40.77B
"	2
PLUG	Plug Power	Electrical Equipment	"13.20B
"	2
PMTS	CPI Card Group	"""Technology Hardware, Storage & Periph..."""	"175.02M
"	2
POR	Portland General Electric Company	Electric Utilities	"4.63B
"	2
PTRA	Proterra	Auto Manufacturers	"1.75B
"	2
REDU	RISE Education Cayman	Diversified Consumer Services	"28.25M
"	2
RGR	"""Sturm, Ruger & Company"""	Leisure Products	"1.17B
"	2
RIOT	Riot Blockchain	Software	"1.95B
"	2
RKDA	Arcadia Biosciences	Food Products	"20.11M
"	2
RMBI	Richmond Mutual Bancorporation	Banks	"202.21M
"	2
RMO	Romeo Power	Auto Parts	"306.56M
"	2
RNG	RingCentral	Software	"16.39B
"	2
ROKU	"""Roku, Inc."""	Entertainment	"22.34B
"	2
SHOO	Steven Madden	"""Textiles, Apparel & Luxury Goods"""	"3.36B
"	2
SPKB	Silver Spike Acquisition II	Blank Check / SPAC	"352.91M
"	2
SST	System1	Shell Companies	"190.95M
"	2
SWKS	Skyworks Solutions	Semiconductors & Semiconductor Equipment	"24.39B
"	2
TELL	Tellurian	"""Oil, Gas & Consumable Fuels"""	"1.22B
"	2
TM	Toyota Motor	Automobiles	"271.44B
"	2
TREE	LendingTree	Thrifts & Mortgage Finance	"1.66B
"	2
TXG	10X Genomics	Life Sciences Tools & Services	"11.11B
"	2
TXRH	Texas Roadhouse	"""Hotels, Restaurants & Leisure"""	"6.09B
"	2
UL	Unilever	Personal Products	"131.21B
"	2
UPST	Upstart Holdings	Consumer Finance	"9.62B
"	2
UTMD	Utah Medical Products	Health Care Equipment & Supplies	"337.75M
"	2
UWMC	UWM Holdings	Mortgage Finance	"7.91B
"	2
VC	Visteon	Auto Components	"2.88B
"	2
VERY	Vericity	Insurance	"90.89M
"	2
VKTX	Viking Therapeutics	Biotechnology	"299.64M
"	2
VSCO	Victoria's Secret & Co.	Apparel Retail	"5.09B
"	2
WELL	Welltower	Equity Real Estate Investment Trusts...	"36.85B
"	2
WM	Waste Management	Commercial Services & Supplies	"62.65B
"	2
WMPN	William Penn Bancorporation	Thrifts & Mortgage Finance	"191.60M
"	2
WTI	W&T Offshore	"""Oil, Gas & Consumable Fuels"""	"636.38M
"	2
WTRH	Waitr Holdings	Internet & Direct Marketing Retail	"80.66M
"	2
WWE	World Wrestling Entertainment	Entertainment	"3.79B
"	2
WYNN	Wynn Resorts	"""Hotels, Restaurants & Leisure"""	"10.20B
"	2
YUM	Yum! Brands	"""Hotels, Restaurants & Leisure"""	"36.23B
"	2
ZEAL	Zealand Pharma	Biotechnology	"835.36M
"	2
AAP	Advance Auto Parts	Specialty Retail	"14.64B
"	1
ACB	Aurora Cannabis	Pharmaceuticals	"886.31M
"	1
ACH	Aluminum Corporation of China	Metals & Mining	"13.42B
"	1
AE	Adams Resources & Energy	"""Oil, Gas & Consumable Fuels"""	"130.74M
"	1
AGRI	AgriFORCE Growing Systems	Farm Products	"19.58M
"	1
AIR	AAR Corp.	Aerospace & Defense	"1.45B
"	1
AJG	Arthur J. Gallagher & Company	Insurance	"32.70B
"	1
ALOT	AstroNova	"""Technology Hardware, Storage & Periph..."""	"98.94M
"	1
AMP	Ameriprise Financial	Capital Markets	"34.17B
"	1
AN	AutoNation	Specialty Retail	"7.12B
"	1
AOS	A. O. Smith	Building Products	"12.03B
"	1
API	Agora	"""Electronic Equipment, Instruments & C..."""	"1.31B
"	1
APPS	Digital Turbine	Software	"4.38B
"	1
APR	Apria	Medical Instruments & Supplies	"1.32B
"	1
ASAN	Asana	Software	"9.96B
"	1
ASIX	AdvanSix	Chemicals	"1.19B
"	1
ASO	Academy Sports and Outdoors	Specialty Retail	"3.58B
"	1
ATER	Aterian	"""Furnishings, Fixtures & Appliances"""	"185.74M
"	1
ATHX	Athersys	Biotechnology	"242.29M
"	1
ATXI	Avenue Therapeutics	Pharmaceuticals	"16.03M
"	1
AVGO	Broadcom	Semiconductors & Semiconductor Equipment	"244.72B
"	1
BAK	Braskem	Chemicals	"7.86B
"	1
BFRI	Biofrontera	Drug Manufacturers-Specialty & Generic	"64.74M
"	1
BILL	Bill.com Holdings	Software	"19.87B
"	1
BKR	Baker Hughes Company	Energy Equipment & Services	"23.92B
"	1
BLFY	Blue Foundry Bancorp	Banks-Regional	"417.85M
"	1
BLL	Ball Corporation	Containers & Packaging	"31.28B
"	1
BLUE	Bluebird Bio	Biotechnology	"546.84M
"	1
BMY	Bristol-Myers Squibb Company	Pharmaceuticals	"144.70B
"	1
BNR	Burning Rock Biotech	Diagnostics & Research	"964.98M
"	1
BNTX	BioNTech SE	Biotechnology	"43.56B
"	1
BOMN	Boston Omaha	Media	"779.49M
"	1
BPOP	Popular	Banks	"7.36B
"	1
BRK.A	Berkshire Hathaway	Diversified Financial Services	"701.31B
"	1
BTU	Peabody Energy	"""Oil, Gas & Consumable Fuels"""	"1.53B
"	1
BUD	Anheuser-Busch InBev	Beverages	"110.61B
"	1
BW	Babcock & Wilcox Enterprises	Electrical Equipment	"635.74M
"	1
BWB	Bridgewater Bancshares	Thrifts & Mortgage Finance	"493.62M
"	1
BWC	Blue Whale Acquisition I	Blank Check / SPAC	"289.46M
"	1
BYFC	Broadway Financial	Thrifts & Mortgage Finance	"134.21M
"	1
CAJ	Canon	"""Technology Hardware, Storage & Periph..."""	"24.96B
"	1
CAKE	The Cheesecake Factory	"""Hotels, Restaurants & Leisure"""	"1.92B
"	1
CAR	Avis Budget Group	Road & Rail	"10.10B
"	1
CATC	Cambridge Bancorp	Banks	"625.40M
"	1
CBD	Companhia Brasileira de Distribuicao	Food & Staples Retailing	"1.18B
"	1
CBOE	Cboe Global Markets	Capital Markets	"12.63B
"	1
CBRL	Cracker Barrel Old Country Store	"""Hotels, Restaurants & Leisure"""	"2.85B
"	1
CCS	Century Communities	Household Durables	"2.23B
"	1
CD	Chindata Group Holdings	Information Technology Services	"1.88B
"	1
CDRO	Codere Online Luxembourg	Gambling	"108.45M
"	1
CE	Celanese	Chemicals	"17.16B
"	1
CELH	Celsius Holdings	Beverages	"3.76B
"	1
CFFN	Capitol Federal Financial	Thrifts & Mortgage Finance	"1.55B
"	1
CGC	Canopy Growth	Pharmaceuticals	"3.36B
"	1
CHD	Church & Dwight Company	Household Products	"24.72B
"	1
CHGG	Chegg	Diversified Consumer Services	"3.94B
"	1
CHMI	Cherry Hill Mortgage Investment	Mortgage Real Estate Investment Trus...	"144.50M
"	1
CHPT	ChargePoint Holdings	Specialty Retail	"4.71B
"	1
CIA	Citizens	Insurance	"234.01M
"	1
CIM	Chimera Investment	Mortgage Real Estate Investment Trus...	"3.39B
"	1
CMC	Commercial Metals Company	Metals & Mining	"4.22B
"	1
CMCO	Columbus McKinnon	Machinery	"1.26B
"	1
CMCSA	Comcast	Media	"228.17B
"	1
CNNE	Cannae Holdings	Diversified Financial Services	"2.69B
"	1
CNTY	Century Casinos	"""Hotels, Restaurants & Leisure"""	"303.55M
"	1
COLD	Americold Realty Trust	Equity Real Estate Investment Trusts...	"7.49B
"	1
CRTX	Cortexyme	Biotechnology	"204.06M
"	1
CSCO	Cisco Systems	Communications Equipment	"233.53B
"	1
CTRA	Coterra Energy	Oil & Gas E&P	"18.05B
"	1
CUBI	Customers Bancorp	Banks	"1.93B
"	1
CVR	Chicago Rivet & Machine Co.	Machinery	"24.68M
"	1
CVX	Chevron	"""Oil, Gas & Consumable Fuels"""	"259.83B
"	1
CWST	Casella Waste Systems	Commercial Services & Supplies	"3.93B
"	1
DAL	Delta Air Lines	Airlines	"25.91B
"	1
DBX	Dropbox	Software	"9.67B
"	1
DDOG	Datadog	Software	"46.11B
"	1
DFH	Dream Finders Homes	Residential Construction	"1.69B
"	1
DK	Delek US Holdings	"""Oil, Gas & Consumable Fuels"""	"1.27B
"	1
DLX	Deluxe	Commercial Services & Supplies	"1.29B
"	1
DNUT	Krispy Kreme	Grocery Stores	"2.46B
"	1
DPCS	DP Cap Acquisition I	Blank Check / SPAC	"247.50M
"	1
DQ	Daqo New Energy	Semiconductors & Semiconductor Equipment	"2.91B
"	1
DTC	Solo Brands	Internet Retail	"763.94M
"	1
DUNE	Dune Acquisition	Blank Check / SPAC	"213.04M
"	1
DWSN	Dawson Geophysical Company	Energy Equipment & Services	"55.56M
"	1
EC	Ecopetrol	"""Oil, Gas & Consumable Fuels"""	"30.26B
"	1
ED	Consolidated Edison	Multi-Utilities	"30.44B
"	1
EDIT	Editas Medicine	Biotechnology	"1.35B
"	1
EPC	Edgewell Personal Care Company	Personal Products	"2.43B
"	1
ESSC	East Stone Acquisition	Blank Check / SPAC	"77.86M
"	1
ETN	Eaton	Electrical Equipment	"63.53B
"	1
EVE	EVe Mobility Acquisition	Blank Check / SPAC	"298.74M
"	1
EVTL	Vertical Aerospace	Aerospace & Defense	"292.71M
"	1
EW	Edwards Lifesciences	Health Care Equipment & Supplies	"67.66B
"	1
EXAS	Exact Sciences	Biotechnology	"13.44B
"	1
EXP	Eagle Materials	Construction Materials	"5.82B
"	1
FA	First Advantage	Specialty Business Services	"2.59B
"	1
FATH	Fathom Digital Manufacturing	Shell Companies	"450.02M
"	1
FFWM	First Foundation	Banks	"1.47B
"	1
FISV	Fiserv	IT Services	"71.74B
"	1
FORM	FormFactor	Semiconductors & Semiconductor Equipment	"3.36B
"	1
FOSL	Fossil Group	"""Textiles, Apparel & Luxury Goods"""	"591.85M
"	1
FR	First Industrial Realty Trust	Equity Real Estate Investment Trusts...	"7.86B
"	1
FRD	Friedman Industries	Metals & Mining	"68.09M
"	1
FSS	Federal Signal	Machinery	"2.38B
"	1
FTRP	Field Trip Health	Medical Care Facilities	"114.43M
"	1
FUBO	FuboTV	Software	"1.80B
"	1
FXLV	F45 Training Holdings	Leisure	"1.13B
"	1
GDOT	Green Dot	Consumer Finance	"1.77B
"	1
GE	General Electric Company	Industrial Conglomerates	"107.56B
"	1
GGPI	Gores Guggenheim	Shell Companies	"1.05B
"	1
GHLD	Guild Holdings Company	Mortgage Finance	"760.77M
"	1
GNRC	Generac Holdings	Electrical Equipment	"18.17B
"	1
GPI	Group 1 Automotive	Specialty Retail	"3.10B
"	1
GPK	Graphic Packaging Holding Company	Containers & Packaging	"5.83B
"	1
GRBK	Green Brick Partners	Household Durables	"1.19B
"	1
GRPN	Groupon	Internet & Direct Marketing Retail	"899.82M
"	1
GRWG	GrowGeneration	Specialty Retail	"525.11M
"	1
GSL	Global Ship Lease	Marine	"991.98M
"	1
GTE	Gran Tierra Energy	"""Oil, Gas & Consumable Fuels"""	"352.46M
"	1
GTEC	Greenland Technologies Holding	Machinery	"62.99M
"	1
HA	Hawaiian Holdings	Airlines	"909.03M
"	1
HBM	HudBay Minerals	Metals & Mining	"1.92B
"	1
HCM	HUTCHMED (China)	Pharmaceuticals	"4.76B
"	1
HCNE	JAWS Hurricane Acquisition	Blank Check / SPAC	"385.03M
"	1
HCTI	Healthcare Triangle	Health Information Services	"53.02M
"	1
HEAR	Turtle Beach	Household Durables	"343.54M
"	1
HEP	Holly Energy Partners	"""Oil, Gas & Consumable Fuels"""	"2.04B
"	1
HFFG	HF Foods Group	Food & Staples Retailing	"366.81M
"	1
HIPO	Hippo Holdings	Insurance-Specialty	"1.21B
"	1
HLT	Hilton Worldwide Holdings	"""Hotels, Restaurants & Leisure"""	"40.62B
"	1
HMC	Honda Motor Company	Automobiles	"50.39B
"	1
HMHC	Houghton Mifflin Harcourt Company	Diversified Consumer Services	"2.39B
"	1
HOFT	Hooker Furniture	Household Durables	"267.77M
"	1
HSII	Heidrick & Struggles International	Professional Services	"865.16M
"	1
HUM	Humana	Health Care Providers & Services	"50.22B
"	1
HYLN	Hyliion Holdings	Auto Parts	"790.31M
"	1
IFF	International Flavors & Fragrances	Chemicals	"34.13B
"	1
III	Information Services Group	IT Services	"326.78M
"	1
IMMR	Immersion	"""Technology Hardware, Storage & Periph..."""	"173.72M
"	1
INDI	indie Semiconductor	Semiconductor Equipment & Materials	"795.92M
"	1
INVH	Invitation Homes	Equity Real Estate Investment Trusts...	"24.96B
"	1
IONQ	"""IonQ, Inc."""	Computer Hardware	"2.35B
"	1
IPOF	Social Capital Hedosophia Holdings VI	Blank Check / SPAC	"1.42B
"	1
IRBT	iRobot	Household Durables	"1.77B
"	1
IRRX	Integrated Rail & Resources Acquisition	Blank Check / SPAC	"283.76M
"	1
JMIA	Jumia Technologies AG	Internet & Direct Marketing Retail	"935.64M
"	1
JOBS	51job	Professional Services	"3.39B
"	1
KALU	Kaiser Aluminum	Metals & Mining	"1.54B
"	1
KEP	Korea Electric Power	Electric Utilities	"11.26B
"	1
KFFB	Kentucky First Federal Bancorp	Thrifts & Mortgage Finance	"63.28M
"	1
KPLT	Katapult Holdings	Software-Infrastructure	"261.23M
"	1
KSCP	Knightscope	Industrials	"383.86M
"	1
LAW	CS Disco	Software-Application	"2.02B
"	1
LBC	Luther Burbank	Thrifts & Mortgage Finance	"664.64M
"	1
LBPS	4D pharma	Biotechnology	"93.85M
"	1
LCUT	Lifetime Brands	Household Durables	"326.31M
"	1
LEG	Leggett & Platt	Household Durables	"5.35B
"	1
LIFE	aTyr Pharma	Biotechnology	"160.63M
"	1
LII	Lennox International	Building Products	"10.15B
"	1
LITE	Lumentum Holdings	Communications Equipment	"7.26B
"	1
LIVE	Live Ventures	Household Durables	"40.57M
"	1
LOAN	Manhattan Bridge Capital	Mortgage Real Estate Investment Trus...	"63.68M
"	1
LOCL	Local Bounti	Farm Products	"160.19M
"	1
LPL	LG Display Co.	"""Electronic Equipment, Instruments & C..."""	"5.93B
"	1
LRCX	Lam Research	Semiconductors & Semiconductor Equipment	"82.69B
"	1
LUMN	Lumen Technologies	Diversified Telecommunication Services	"12.88B
"	1
LUNA	Luna Innovations	"""Electronic Equipment, Instruments & C..."""	"232.09M
"	1
LYB	LyondellBasell Industries NV	Chemicals	"32.84B
"	1
LYV	Live Nation Entertainment	Entertainment	"24.96B
"	1
MAIN	Main Street Capital	Capital Markets	"3.07B
"	1
MBUU	Malibu Boats	Leisure Products	"1.42B
"	1
MC	Moelis & Company	Capital Markets	"3.91B
"	1
MCB	Metropolitan Bank Holding	Banks	"1.16B
"	1
MD	MEDNAX	Health Care Providers & Services	"2.09B
"	1
MEDS	TRxADE HEALTH	Pharmaceutical Retailers	"17.31M
"	1
MIT	Mason Industrial Technology	Blank Check / SPAC	"610.00M
"	1
MLP	Maui Land & Pineapple Company	Real Estate Management & Development	"191.07M
"	1
MLR	Miller Industries	Machinery	"363.54M
"	1
MMM	3M Company	Industrial Conglomerates	"95.74B
"	1
MRVL	Marvell Technology	Semiconductors & Semiconductor Equipment	"61.11B
"	1
MSI	Motorola Solutions	Communications Equipment	"39.15B
"	1
MTDR	Matador Resources Company	"""Oil, Gas & Consumable Fuels"""	"5.38B
"	1
MTH	Meritage Homes	Household Durables	"3.74B
"	1
MYTE	MYT Netherlands Parent B.V.	Luxury Goods	"1.43B
"	1
NBN	Northeast Bank	Banks	"309.11M
"	1
NEO	NeoGenomics	Life Sciences Tools & Services	"2.84B
"	1
NEP	NextEra Energy Partners LP	Independent Power and Renewable Elect...	"6.34B
"	1
NICK	Nicholas Financial	Consumer Finance	"84.06M
"	1
NKE	"""Nike, Inc."""	"""Textiles, Apparel & Luxury Goods"""	"234.38B
"	1
NOAC	Natural Order Acquisition	Blank Check / SPAC	"281.75M
"	1
NPTN	NeoPhotonics	Semiconductors & Semiconductor Equipment	"815.18M
"	1
NTP	Nam Tai Property	Real Estate Management & Development	"361.57M
"	1
NTR	Nutrien	Chemicals	"41.73B
"	1
NUE	Nucor	Metals & Mining	"29.23B
"	1
NVO	Novo Nordisk	Pharmaceuticals	"233.65B
"	1
NWPX	Northwest Pipe Company	Construction & Engineering	"291.68M
"	1
NXE	NexGen Energy	"""Oil, Gas & Consumable Fuels"""	"2.04B
"	1
NYT	The New York Times Company	Media	"6.89B
"	1
OC	Owens Corning	Building Products	"9.04B
"	1
OLPX	Olaplex Holdings	Specialty Retail	"14.34B
"	1
OPCH	Option Care Health	Medical Care Facilities	"4.26B
"	1
OTLK	Outlook Therapeutics	Biotechnology	"334.15M
"	1
PACI	PROOF Acquisition I	Blank Check / SPAC	"346.38M
"	1
PATK	Patrick Industries	Building Products	"1.65B
"	1
PCYO	Pure Cycle	Water Utilities	"312.20M
"	1
PEN	Penumbra	Health Care Equipment & Supplies	"8.52B
"	1
PFSI	PennyMac Financial Services	Thrifts & Mortgage Finance	"3.60B
"	1
PGR	The Progressive Corporation	Insurance	"63.17B
"	1
PIPP	Pine Island Acquisition	Blank Check / SPAC	"266.98M
"	1
PIPR	Piper Sandler Companies	Capital Markets	"2.75B
"	1
PL	Planet Labs PBC	Aerospace & Defense	"1.68B
"	1
PLAN	Anaplan	Software	"7.02B
"	1
PLSE	Pulse Biosciences	Health Care Equipment & Supplies	"372.17M
"	1
PLYA	Playa Hotels & Resorts	"""Hotels, Restaurants & Leisure"""	"1.30B
"	1
POLA	Polar Power	Electrical Equipment	"37.47M
"	1
POW	Powered Brands	Blank Check / SPAC	"337.41M
"	1
PPC	Pilgrim's Pride	Food Products	"6.94B
"	1
PROF	Profound Medical	Health Care Equipment & Supplies	"207.69M
"	1
PROG	Progenity	Health Care Providers & Services	"258.73M
"	1
PRTY	Party City Holdco	Specialty Retail	"527.46M
"	1
